objectId,ra,dec,gmag,rmag,maggmean,magrmean,g_minus_r,clr_mean,dmdt_g,dmdt_r,distpsnr1,sgmag1,brightening_g,brightening_r,sgscore1,last_alert,classification,classificationReliability,catalogue_table_name,separationArcsec,physical_separation_kpc,direct_distance,distance,z,photoZ,major_axis_arcsec,tns_prefix,association_type,description
ZTF18abadndk,338.158285875,58.174977825,20.0009,16.0887,18.4008,17.2626,0.414801,1.1382007598876953,-0.0202968,1.17316,0.0588343,19.2265,0.7744007110595703,-1.4203014373779297,0.906792,41.10402774810791,VS,1,PS1,0.23,0.0,0.0,0.0,0.0,0.0,4.62,AT,VS,"The transient is synonymous with <em>177813381584100700</em>; an r=17.98 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18adnolun,336.2693930266667,37.80032505333334,19.0401,19.0745,19.4154,19.2534,-0.0344429,0.16199874877929688,0.456784,0.2024,0.476742,18.8481,0.1919994354248047,0.2275981903076172,1.0,10.122002347838134,VS,1,SDSS/PS1,0.47,0.0,0.0,0.0,0.0,0.0,4.84,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237672763896627390"">SDSS J222504.60+374801.0</a></em>; an r=18.55 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.5"" from the stellar source core."
ZTF21ackbmei,291.64666265,36.69927385,18.6891,,18.3213,,,,-0.360788,,5.61103,-999.0,1017.6891002655029,,0.626911,42.172858748119324,SN,2,PS1,7.46,0.0,0.0,0.0,0.0,0.0,4.59,AT,SN,"The transient is possibly associated with <em>152032916441409199</em>; an r=18.86 mag galaxy found in the PS1 catalogue. Its located 1.64"" N, 7.28"" E from the galaxy centre."
ZTF18abnwxbr,300.2996936166667,16.5203759,20.1267,18.6711,20.1267,18.6181,,1.5086002349853516,,,0.0276679,20.2623,-0.13560104370117188,-0.07670021057128906,0.961935,17.276701347902417,VS,1,SDSS/GSC/PS1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237672456269531330"">SDSS J200111.92+163113.4</a></em>; a V=18.62 mag stellar source found in the SDSS/GSC/PS1 catalogues. Its located 0.1"" from the stellar source core."
ZTF20aauhlxf,294.1291056,10.75205025,19.0643,19.0884,19.0643,19.0884,-0.0241032,-0.024099349975585938,,,4.25785,-999.0,1018.0643005371094,1018.088399887085,0.5,6.273020847700536,SN,2,PS1,4.62,0.0,0.0,0.0,0.0,0.0,4.22,AT,SN,"The transient is possibly associated with <em>120902941302912202</em>; an r=21.45 mag galaxy found in the PS1 catalogue. Its located 2.43"" N, 3.93"" W from the galaxy centre."
ZTF18acbcekf,290.37864096000004,43.17207684,19.6298,19.6712,19.3997,19.5827,-0.0414066,-0.1830005645751953,-0.13999,-0.0448042,10.5517,-999.0,1018.6298007965088,1018.671199798584,0.685375,36.103888847865164,ORPHAN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,0,No contexual information is available for this transient
ZTF18abcwxnq,280.8603449,6.13350975,19.5663,,19.7259,,,,,,0.146246,19.4759,0.09039878845214844,,0.93525,8.320277747698128,VS,1,PS1,0.28,0.0,0.0,0.0,0.0,0.0,4.44,AT,VS,"The transient is synonymous with <em>115362808603480745</em>; an r=19.10 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18abntqth,314.4065547714286,-14.468540385714286,17.7804,19.4892,17.7769,19.5002,,-1.7233009338378906,,,0.162521,20.615,-2.8346004486083984,2.1448001861572266,0.93953,4.351527747698128,VS,1,PS1,0.28,0.0,0.0,0.0,0.0,0.0,5.47,AT,VS,"The transient is synonymous with <em>90633144064748136</em>; an r=18.28 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18acsvocx,282.6632505,6.987873988888889,,19.499,,19.4766,,,,-0.0285863,0.277016,21.5398,,1.04010009765625,0.5,8.342685148119926,VS,2,2MASS/GAIA,0.29,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>18503919+0659167</em>; a J=12.31 mag stellar source found in the 2MASS/GAIA catalogues. Its located 0.35"" S, 0.02"" W from the stellar source centre."
ZTF18ablqtmr,271.40401514,8.763325990000002,19.2385,19.4502,19.242,19.6064,-0.2117,-0.3643989562988281,-0.183079,-0.154988,1.57504,18.7157,0.5228004455566406,1.432098388671875,0.602982,8.27453704783693,VS,2,GAIA,0.13,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>4482235193028107904</em>; a G=19.65 mag stellar source found in the GAIA catalogue. Its located 0.13"" N, 0.04"" E from the stellar source centre."
ZTF18admvavb,330.4640636333333,41.0365055,18.8378,16.8236,18.8378,17.861,,0.9767990112304688,,,0.438632,16.7938,2.0439987182617188,0.5358009338378906,1.0,20.14962964784354,VS,1,GSC/PS1,0.37,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>N2XB015969</em>; a V=16.54 mag stellar source found in the GSC/PS1 catalogues. Its located 0.4"" from the stellar source core."
ZTF19abqivpg,293.07282919166664,-7.027535008333332,20.0104,19.0347,16.7439,16.7381,1.1815,0.0058002471923828125,-1.78839,-0.0998741,0.205124,21.0399,-1.0294990539550781,-1.6993999481201172,0.878708,36.21829864801839,VS,1,PS1,0.29,0.0,0.0,0.0,0.0,0.0,4.58,AT,VS,"The transient is synonymous with <em>99562930727467348</em>; an r=20.67 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18abobpds,303.8972622818182,-14.279036672727273,18.8563,18.6461,18.9575,19.1416,,-0.1840991973876953,,-0.0387643,0.235236,21.6257,-2.769399642944336,-2.531801223754883,0.93,5.259351848158985,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,3.72,AT,VS,"The transient is synonymous with <em>90863038972625545</em>; an r=21.27 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF19abztmpq,78.78626607999998,81.82248687333335,17.6093,15.0673,16.661,15.652,,1.0089988708496094,,0.176122,0.156889,14.6451,2.964200973510742,1.791299819946289,0.5,4.082986148074269,VS,1,SDSS/GSC/GAIA,0.17,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237671071148671062"">SDSS J051508.72+814921.0</a></em>; a V=13.48 mag stellar source found in the SDSS/GSC/GAIA catalogues. Its located 0.2"" from the stellar source core."
ZTF17aaanrip,100.31149750000002,9.570490433333333,,17.7082,,17.6705,,,,,0.708407,17.8411,,1.0859012603759766,0.983542,13.035509247798473,VS,1,PS1,0.66,0.0,0.0,0.0,0.0,0.0,8.41,AT,VS,"The transient is synonymous with <em>119481003114184869</em>; an r=16.54 mag stellar source found in the PS1 catalogue. Its located 0.7"" from the stellar source core."
ZTF18absrqtb,266.19989446666665,4.848844683333334,19.3695,20.244,20.0,20.049,0.1457,-0.048999786376953125,0.519987,-0.00955482,0.162376,20.8912,-1.5216999053955078,-0.09200096130371094,0.932208,16.34310184791684,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,3.77,AT,VS,"The transient is synonymous with <em>113812661998859029</em>; an r=20.35 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF19aaontel,276.76342156,-11.35185842,,18.3903,,18.3943,,,,-0.00283122,0.351215,20.2354,,0.4883003234863281,0.924583,5.274432847741991,VS,1,PS1,0.33,0.0,0.0,0.0,0.0,0.0,4.47,AT,VS,"The transient is synonymous with <em>94372767634248227</em>; an r=18.00 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18absdoku,280.072130415,-19.292632785,18.8061,17.4791,18.7059,17.7556,1.32701,0.9503002166748047,0.185463,0.0816532,0.0861656,17.8538,0.952301025390625,0.7918987274169922,0.970458,5.271574047859758,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,5.2,AT,VS,"The transient is synonymous with <em>84842800721179291</em>; an r=16.46 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF22aakbloe,280.07216145,-19.2927541,18.5072,18.0919,18.6331,17.9749,0.932501,0.6582012176513672,0.0168184,-0.00560053,1.7422,17.8538,0.6534004211425781,1.4046993255615234,0.970458,6.323344947770238,VS,2,2MASS/PS1/GAIA,1.71,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>18401730-1917331</em>; a J=13.73 mag stellar source found in the 2MASS/PS1/GAIA catalogues. Its located 1.81"" S, 0.28"" E from the stellar source centre."
ZTF18abjydcz,256.5881197875,-20.4549134375,17.3414,17.4865,16.7653,16.8019,-0.145128,-0.03660011291503906,-0.0456193,-0.0331843,0.0335291,21.6605,-4.319099426269531,-3.9537010192871094,0.845208,20.280682847835124,VS,1,PS1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>83452565881094480</em>; an r=22.76 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF20aaybszg,305.293774,39.3106991,,19.7936,,19.7936,,,,,0.0160873,21.7256,,-0.7598991394042969,0.939792,9.237523147836328,VS,1,PS1,0.12,0.0,0.0,0.0,0.0,0.0,5.04,AT,VS,"The transient is synonymous with <em>155173052937533495</em>; an r=20.62 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abakils,326.5954186,46.0821854,19.1313,,19.1313,,,,,,0.287131,16.9663,2.1650009155273438,,0.998393,56.203206047881395,VS,1,PS1,0.28,0.0,0.0,0.0,0.0,0.0,4.86,AT,VS,"The transient is synonymous with <em>163293265955159226</em>; an r=16.29 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18acgtfhm,110.3759589,55.7620775,,18.6947,,18.6947,,,,,1.68468,17.0634,,2.1944007873535156,0.144304,20.047557848040015,SN,2,NED/2MASS/PS1,1.53,1.25,0.0,181.71,0.04,0.0,0.0,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=CGCG261-056NED01&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">CGCG261-056NED01</a></em>; a J=10.27 mag galaxy found in the NED/2MASS/PS1 catalogues. Its located 1.79"" N, 0.08"" W (1.2 Kpc) from the galaxy centre. A host z=0.041 implies a <em>m - M =</em> 36.30."
ZTF18aazains,273.23030545294114,22.717899529411767,18.7735,18.5442,18.616,18.598,0.229305,0.017999649047851562,-0.100058,0.0503311,0.0697114,18.8815,-0.10799980163574219,-0.1139984130859375,0.623116,5.303541647735983,VS,1,GSC,0.19,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>N282029794</em>; a V=18.05 mag stellar source found in the GSC catalogue. Its located 0.2"" from the stellar source core."
ZTF18abzyakf,43.28505115,60.62852525,,19.8695,,19.776,,,,-0.00986488,0.0778145,20.6151,,1.1002998352050781,0.5,12.124027748126537,VS,1,PS1,0.12,0.0,0.0,0.0,0.0,0.0,4.2,AT,VS,"The transient is synonymous with <em>180750432856194985</em>; an r=18.78 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF19aanypdz,267.3898923,70.1371798,19.8536,19.74,20.0067,19.74,,0.26670074462890625,0.0171804,,0.246153,17.7097,2.143899917602539,2.2453994750976562,0.674339,9.292280048131943,SN,2,NED D/LASR,44.4,1.12,5.2,0.36,0.0,0.0,426.0,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=NGC6503&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">NGC6503</a></em>; a W1=10.18 mag AGN found in the NED_D/LASR catalogues. Its located 25.74"" S, 36.18"" E (1.1 Kpc) from the AGN centre. A host distance of 5.2 Mpc(z=0.000) implies a <em>m - M =</em> 28.58."
ZTF17aaartvz,27.003333931578947,53.6828206,19.3651,18.5847,18.89,18.8278,0.780405,0.062198638916015625,-0.382605,-0.151059,0.290107,19.6553,-0.29019927978515625,-0.8696994781494141,0.972042,4.043831048067659,VS,1,PS1,0.31,0.0,0.0,0.0,0.0,0.0,4.71,AT,VS,"The transient is synonymous with <em>172420270033430102</em>; an r=19.22 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18absbvmy,1.056739,67.41266085000001,,19.2036,,19.0269,,,,,0.117194,19.9833,,1.548299789428711,0.989583,7.151412047911435,VS,1,PS1,0.1,0.0,0.0,0.0,0.0,0.0,4.18,AT,VS,"The transient is synonymous with <em>188890010567375933</em>; an r=17.68 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF17aaawpsz,33.3144835,53.6396852,17.2799,,17.2799,,,,,,0.0617613,20.5765,-3.296600341796875,,0.974917,23.12410874804482,VS,1,PS1,0.07,0.0,0.0,0.0,0.0,0.0,4.68,AT,VS,"The transient is synonymous with <em>172360333145318318</em>; an r=20.58 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18acebvjk,71.9584929,-12.8874114,19.4817,,19.4817,,,,,,0.305743,17.6942,1.7875003814697266,,1.0,8.08337964816019,VS,1,PS1,0.3,0.0,0.0,0.0,0.0,0.0,5.3,AT,VS,"The transient is synonymous with <em>92530719585605551</em>; an r=17.36 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF21abshxfw,61.887847550000004,79.22364619999999,,19.9431,,20.1218,,,,0.0401025,0.0614545,20.327,,0.4270000457763672,0.00416667,8.058055547997355,UNCLEAR,3,GSC,0.36,0.0,0.0,0.0,0.0,0.0,0.0,AT,UNCLEAR,"The transient is possibly associated with <em>NAFU007417</em>; an unknown-mag unclassified source found in the GSC catalogue. Its located 0.09"" S, 0.35"" W from the objects source centre."
ZTF18aajrvst,267.06798315555557,50.289698300000005,16.368,19.4574,17.553,19.2137,,-1.6606998443603516,,,0.127986,19.5061,-3.1380996704101562,0.2456989288330078,1.0,7.350740747991949,VS,1,SDSS/GSC/PS1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237659897787646243"">SDSS J174816.31+501722.9</a></em>; a V=18.81 mag stellar source found in the SDSS/GSC/PS1 catalogues. Its located 0.1"" from the stellar source core."
ZTF18abyiwbu,341.652112430303,57.83010916060606,17.1435,16.3402,17.0815,16.2448,0.803276,0.8366985321044922,-60.7695,-0.170561,0.263243,15.1418,2.001699447631836,1.5102005004882812,0.879476,4.062303247861564,VS,1,GAIA/PS1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>2007363299214230016</em>; a G=14.79 mag stellar source found in the GAIA/PS1 catalogues. Its located 0.2"" from the stellar source core."
ZTF18aavqlll,310.55350141818184,36.9611831,20.3256,16.6445,20.2025,16.9419,,3.260599136352539,,,0.130804,18.877,1.448598861694336,-2.0415000915527344,0.951893,10.156018547713757,VS,1,SDSS/PS1,0.22,0.0,0.0,0.0,0.0,0.0,4.35,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237663146925884506"">SDSS J204212.84+365740.3</a></em>; an r=17.55 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.2"" from the stellar source core."
ZTF18adjudsy,310.55350195,36.96118185833333,20.3256,16.5829,20.2025,16.9132,,3.2892990112304688,,,0.0510745,18.877,1.448598861694336,-2.1031017303466797,0.951893,4.292743047699332,VS,1,SDSS/PS1,0.13,0.0,0.0,0.0,0.0,0.0,4.35,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237663146925884506"">SDSS J204212.84+365740.3</a></em>; an r=17.55 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.1"" from the stellar source core."
ZTF17aaawhlr,324.7069140777778,42.20653716666666,19.9832,19.5873,19.9916,19.2233,0.395897,0.7682991027832031,,,0.141235,18.2346,1.7486000061035156,2.1152000427246094,0.99625,17.1685416479595,VS,1,PS1,0.2,0.0,0.0,0.0,0.0,0.0,5.55,AT,VS,"The transient is synonymous with <em>158643247069698514</em>; an r=17.41 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF17aaburoh,324.7069185428572,42.206531771428565,19.9832,19.0961,19.9832,19.2101,0.395901,0.7730998992919922,,,0.189429,18.2346,1.7486000061035156,1.6240005493164062,0.99625,4.295740747824311,VS,1,PS1,0.22,0.0,0.0,0.0,0.0,0.0,5.55,AT,VS,"The transient is synonymous with <em>158643247069698514</em>; an r=17.41 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abgtfuk,341.0242491388888,43.75897533333333,16.0566,16.1417,16.0391,16.1497,,-0.11059951782226562,,,0.0790929,19.9099,-3.853300094604492,-3.804800033569336,0.94425,4.061365747824311,VS,1,PS1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>160513410242821427</em>; an r=20.02 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF21aathhxw,269.21305945,-18.158491050000002,,18.8421,,18.9177,,,,0.00677352,0.254323,20.0753,,0.24810028076171875,0.950208,5.321493047755212,VS,1,PS1,0.31,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>86212692130350337</em>; an r=18.87 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18abmeedr,305.727318375,18.71266905,18.6287,20.0821,18.604,18.9535,1.1593,-0.3495006561279297,,,0.121605,18.8245,-0.1957988739013672,-0.037200927734375,0.9805,8.337488447781652,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,4.44,AT,VS,"The transient is synonymous with <em>130453057273405785</em>; an r=19.71 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18admceyk,305.72731407894736,18.712669863157892,18.5284,19.6867,18.5912,19.0268,1.1593,-0.43560028076171875,,,0.0376136,18.8245,-0.2960987091064453,-0.4326000213623047,0.9805,6.299421248026192,VS,1,PS1,0.2,0.0,0.0,0.0,0.0,0.0,4.44,AT,VS,"The transient is synonymous with <em>130453057273405785</em>; an r=19.71 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18aaphyab,97.03773889230771,19.821729115384617,,18.9254,,18.9463,,,,,0.331905,18.9386,,1.1375999450683594,0.994792,17.041053248103708,VS,1,PS1,0.38,0.0,0.0,0.0,0.0,0.0,5.87,AT,VS,"The transient is synonymous with <em>131780970377946627</em>; an r=17.78 mag stellar source found in the PS1 catalogue. Its located 0.4"" from the stellar source core."
ZTF21acdalfn,326.5877494,34.04082795,17.3238,17.4491,17.3238,17.4491,-0.125309,-0.12530136108398438,,,0.0681612,21.2207,-3.896900177001953,-3.579099655151367,0.887625,17.169965248089284,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,4.25,AT,VS,"The transient is synonymous with <em>148843265877939700</em>; an r=21.29 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF21acdqtdj,304.70577765,14.5351909,19.9738,20.0772,19.9738,20.0772,-0.103394,-0.10339927673339844,,,1.70633,20.5779,-0.6040992736816406,0.3652000427246094,0.5,17.185393548104912,SN,2,PS1,5.45,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>125443047061804533</em>; an i=23.29 mag galaxy found in the PS1 catalogue. Its located 5.27"" S, 1.40"" W from the galaxy centre."
ZTF21accyuff,294.1855044722222,-5.399347866666667,18.8991,18.7966,18.964,18.8789,0.102476,0.08510017395019531,-0.00057958,0.0650857,4.0521,22.0649,-3.165800094604492,-2.488800048828125,0.851167,4.320775447878987,SN,2,PS1,4.38,0.0,0.0,0.0,0.0,0.0,4.72,AT,SN,"The transient is possibly associated with <em>101522941866010684</em>; an r=21.81 mag galaxy found in the PS1 catalogue. Its located 1.61"" N, 4.07"" W from the galaxy centre."
ZTF21acdwbpx,258.47090560000004,7.96882645,20.5977,20.2041,20.5977,20.2041,,0.3936004638671875,,,0.372142,19.2758,1.3218994140625,1.5186004638671875,0.5,47.30733794812113,VS,1,PS1,0.37,0.0,0.0,0.0,0.0,0.0,4.41,AT,VS,"The transient is synonymous with <em>117562584709903007</em>; an r=18.66 mag stellar source found in the PS1 catalogue. Its located 0.4"" from the stellar source core."
ZTF18abmrmyp,336.67595438750004,43.39366468749999,19.7975,,19.5125,,,,,,0.218944,18.4539,1.3436012268066406,,0.99875,6.060370347928256,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,4.61,AT,VS,"The transient is synonymous with <em>160073366760333049</em>; an r=18.11 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18admgjgb,336.67605498888884,43.39363186666667,19.242,,19.3642,,,,-0.108107,,0.216063,18.4539,0.7881011962890625,,0.99875,52.09621524810791,VS,1,PS1,0.14,0.0,0.0,0.0,0.0,0.0,4.61,AT,VS,"The transient is synonymous with <em>160073366760333049</em>; an r=18.11 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18actarbc,46.257185629411765,58.86301183529412,16.0446,14.6143,16.2186,14.6314,1.6484,1.5871992111206055,0.127584,0.0226677,0.0839807,14.5063,1.538299560546875,1.1392993927001953,1.0,4.088541647884995,VS,1,GSC/GAIA,0.02,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>NAV9000132</em>; a V=13.66 mag stellar source found in the GSC/GAIA catalogues. Its located 0.0"" from the stellar source core."
ZTF21absajos,45.223169850000005,60.673554700000004,,20.0601,,20.0627,,,,,0.224475,20.73,,1.169900894165039,0.290646,12.124027748126537,SN,2,2MASS/PS1,24.7,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>03005644+6040121</em>; a J=10.84 mag galaxy found in the 2MASS/PS1 catalogues. Its located 12.54"" N, 21.28"" W from the galaxy centre."
ZTF18acanihy,92.78551127291666,43.408454158333335,,19.2344,,19.2512,,,,0.0495697,0.485467,18.3066,,1.1782989501953125,0.988917,17.04256944777444,VS,1,PS1,0.51,0.0,0.0,0.0,0.0,0.0,6.05,AT,VS,"The transient is synonymous with <em>160090927854360796</em>; an r=18.02 mag stellar source found in the PS1 catalogue. Its located 0.5"" from the stellar source core."
ZTF18abzglrd,107.097565944,29.427869848,,18.4237,,18.7232,,,,29.9615,0.110169,20.057,,-2.2096004486083984,0.965792,5.029942147899419,VS,1,PS1,0.12,0.0,0.0,0.0,0.0,0.0,4.45,AT,VS,"The transient is synonymous with <em>143311070975383979</em>; an r=21.08 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18adacwfm,107.09756866111111,29.427866277777778,,18.2939,,18.8591,,,,-14.2764,0.0710688,20.057,,-2.3394012451171875,0.965792,6.0367476479150355,VS,1,PS1,0.05,0.0,0.0,0.0,0.0,0.0,4.45,AT,VS,"The transient is synonymous with <em>143311070975383979</em>; an r=21.08 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18adqdrvd,107.09756726818182,29.42786789090909,,18.436,,18.7588,,,,-0.167451,0.0840468,20.057,,-2.1972999572753906,0.965792,5.037500048056245,VS,1,PS1,0.12,0.0,0.0,0.0,0.0,0.0,4.45,AT,VS,"The transient is synonymous with <em>143311070975383979</em>; an r=21.08 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18aazwhos,328.1780996777778,47.17031365555556,19.1388,17.8602,19.2259,17.8148,,1.4111003875732422,,,0.133567,17.1089,2.0298995971679688,2.0709009170532227,0.981833,6.08241894794628,VS,1,SDSS/GSC/PS1/GAIA,0.11,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237671940359127718"">SDSS J215242.74+471013.1</a></em>; a V=16.79 mag stellar source found in the SDSS/GSC/PS1/GAIA catalogues. Its located 0.1"" from the stellar source core."
ZTF18abjmtie,343.388572675,62.53986045,,18.4731,,18.6845,,,,,0.118423,20.0656,,1.0257015228271484,0.846509,4.294768548104912,VS,1,SDSS/PS1,0.17,0.0,0.0,0.0,0.0,0.0,8.89,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237663083574002161"">SDSS J225333.26+623223.6</a></em>; an r=17.19 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.2"" from the stellar source core."
ZTF20aawijqa,333.11493012857136,55.72829335,19.1107,17.5401,19.1336,17.4308,1.57064,1.7028007507324219,0.0549156,-0.0211988,0.382869,17.2017,1.9090003967285156,1.4671993255615234,1.0,4.062303247861564,VS,1,GSC/GAIA,0.36,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>N1B0080136</em>; a V=16.46 mag stellar source found in the GSC/GAIA catalogues. Its located 0.4"" from the stellar source core."
ZTF18abvxaxf,334.09155595000004,70.90442968333333,15.8902,20.3221,15.8708,17.2354,-0.216101,-1.3645992279052734,-0.00989035,-0.632974,0.150533,20.6849,-4.794700622558594,-0.019199371337890625,0.995417,23.2016319478862,CV,1,RITTER/PS1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,AT,CV,"The transient is synonymous with <em>J2216+7054</em>; an r=20.06 mag CV found in the RITTER/PS1 catalogues. Its located 0.2"" from the CV core."
ZTF18abwnyzy,303.3306938333333,13.404485600000001,19.9155,19.6912,20.2734,19.6912,0.224258,0.5821990966796875,,,0.223647,20.0345,-0.11899948120117188,-0.3381996154785156,0.961167,41.16065974812955,VS,1,PS1,0.3,0.0,0.0,0.0,0.0,0.0,4.16,AT,VS,"The transient is synonymous with <em>124083033307915993</em>; an r=20.11 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18acbxuml,314.80718061874995,78.38433745625,17.7988,16.8185,18.3389,16.5671,1.895,1.771799087524414,0.324946,0.0913428,0.707335,16.7347,1.0641002655029297,1.8485002517700195,0.814214,35.310277747921646,VS,1,GAIA/PS1,0.74,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>2296837321788716928</em>; a G=14.74 mag stellar source found in the GAIA/PS1 catalogues. Its located 0.7"" from the stellar source core."
ZTF21abcghxl,299.4352932,28.8764677,,19.5785,,19.5785,,,,,0.236874,19.3726,,1.731201171875,0.920458,27.241979147773236,VS,1,PS1,0.34,0.0,0.0,0.0,0.0,0.0,3.93,AT,VS,"The transient is synonymous with <em>142652994352752436</em>; an r=17.81 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
