Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation
ZTF18acmwuum,--,02 23 39.66 +47 10 24.2,And,UG,--,17.7 - 21.0 g,35.91524999999999,47.17338888888889,ZTF18acmwuum,0.1584014968595793
ZTF19aaprxdz,--,23 18 00.24 +50 27 05.9,And,UG,--,18.3 - 22.3 g,349.501,50.451638888888894,ZTF19aaprxdz,0.063438082219813
ZTF19aavantx,--,23 02 57.02 +51 12 49.7,And,UG,--,17.2 - 20.8 r,345.73758333333336,51.21380555555556,ZTF19aavantx,0.2376817508111896
ZTF19aaywash,000-BPG-318,02 32 13.83 +48 20 34.1,And,UG,--,14.2 - 19.8 r,38.057625,48.34280555555556,ZTF19aaywash,0.1481710327001731
ZTF19abctpiu,--,23 21 21.36 +45 23 13.3,And,UG,--,18.5 - 23.2 r,350.339,45.387027777777774,ZTF19abctpiu,0.0942844468807803
ZTF19abfvpjh,--,00 41 20.25 +41 49 39.9,And,UG,--,17.3 - <23 g,10.334375,41.82775,ZTF19abfvpjh,0.0278324970753602
ZTF19abpnpcy,--,23 04 54.19 +48 42 03.0,And,UG,--,17.6 - 23.2 r,346.2257916666666,48.700833333333335,ZTF19abpnpcy,0.0549819622199931
ZTF19acdnvwk,000-BPK-200,00 54 44.47 +46 38 57.3,And,UG,--,18.8 - 23.7 g,13.685291666666664,46.64925,ZTF19acdnvwk,0.2216606859163269
ZTF19acmdxbp,--,23 27 20.36 +41 35 02.4,And,UG,--,16.0 - 22.2 g,351.8348333333333,41.584,ZTF19acmdxbp,0.0831005569315897
ZTF20abzcokk,000-BNR-236,02 21 57.63 +46 00 26.9,And,UG,--,15.2 - 22.4 g,35.49012499999999,46.00747222222222,ZTF20abzcokk,0.0696151764834874
ZTF21abujmgh,000-BPC-455,02 14 19.64 +43 59 14.6,And,UG,--,17.5 - 23: g,33.581833333333336,43.98738888888889,ZTF21abujmgh,0.0813194187812123
ZTF22abnabxg,000-BPL-731,23 36 09.39 +48 33 52.6,And,UG,--,15.6 - 23.4 g,354.039125,48.56461111111111,ZTF22abnabxg,0.0656338178199629
ASASSN-14al,000-BLH-458,09 36 13.64 -27 54 11.0,Ant,UG,--,15.62 - <17 V,144.05683333333332,-27.90305555555556,ZTF19aanwfuw,1.1327276718371582
ASASSN-18cd,000-BMP-273,09 58 32.83 -27 49 51.1,Ant,UG,--,17.0 - 20.7 g,149.63679166666665,-27.830861111111112,ZTF21aarayzx,0.2054939345055103
EH Aqr,000-BDC-672,23 34 06.00 -22 48 43.2,Aqr,UG,--,16.9 - 21.9 r G,353.5249999999999,-22.812,ZTF18accqmuj,0.1320926623763937
QT Aqr,000-BDC-390,20 59 14.87 -06 12 20.5,Aqr,UG,0.074665,14.5 - 19.8 V,314.8119583333333,-6.205694444444444,ZTF18abvceiu,0.075787404772597
V0344 Aqr,000-BJQ-797,22 15 19.83 -00 32 56.7,Aqr,UG,--,16.7 - <20 CV,333.832625,-0.5490833333333334,ZTF18accgkmi,0.5338667841667593
V0485 Aqr,000-BFT-067,20 44 48.92 -04 59 28.8,Aqr,UG,1.68,14.3 - 17.1 V,311.2038333333333,-4.991333333333333,ZTF18abvcedz,0.0946843827030292
ASASSN-14bz,000-BLJ-424,21 07 32.72 -09 56 59.3,Aqr,UG,--,15.7 - 20.5 G CV,316.8863333333333,-9.949805555555557,ZTF18acavnti,0.1505743048189382
ASASSN-14dg,000-BLJ-449,21 15 07.98 +01 57 15.2,Aqr,UG,--,15.5 - 19.5 V,318.78324999999995,1.954222222222222,ZTF18abtpmlk,0.1112875526268299
ASASSN-14ds,000-BLJ-475,20 44 55.87 -11 51 52.9,Aqr,UG,0.1058,12.7 - 17.4 V,311.2327916666666,-11.864694444444444,ZTF21abnddcs,0.7256134973129456
ASASSN-18aao,000-BMW-557,21 51 49.66 -03 29 32.7,Aqr,UG,--,14.5 - 22.4 g,327.95691666666664,-3.4924166666666667,ZTF18acswton,0.0467144495568733
ASASSN-19acq,--,23 27 53.89 -05 48 20.3,Aqr,UG,--,15.32 - 24.5 g,351.9745416666666,-5.805638888888889,ZTF19acxgtsx,1.908023124741742
ASASSN-20lb,000-BNP-944,20 48 29.03 -06 04 09.0,Aqr,UG,--,15.8 - 23.3: g,312.1209583333333,-6.069166666666667,ZTF20abyfgpv,0.0669166847741419
ASASSN-21gn,000-BNY-683,21 16 34.52 -01 53 12.7,Aqr,UG,--,15.4 - 22.1 g,319.1438333333333,-1.886861111111111,ZTF21aaxwqem,0.0987860013987985
ASASSN-21ug,000-BPF-017,21 02 30.62 -02 17 20.1,Aqr,UG,--,16.7 - 21.9 g,315.6275833333333,-2.2889166666666667,ZTF21ackmlco,0.1014283091746903
ASASSN-22mc,000-BPL-345,21 39 27.63 +01 28 59.6,Aqr,UG,--,16.2 - 21.4 g,324.8651249999999,1.4832222222222224,ZTF19abffmdf,0.1792456240110611
ATLAS22bloq,000-BPM-329,21 21 53.62 -09 41 50.4,Aqr,UG,--,14.9 - 23.1 g,320.47341666666665,-9.697333333333331,ZTF22abtegkn,0.0323822286727825
CRTS J213438.4-055319,--,21 34 38.36 -05 53 17.4,Aqr,UG,--,17.0 - 20.5 CV,323.65983333333327,-5.888166666666666,ZTF18acswsyt,0.1050428913296702
CSS 080607:205738-142807,--,20 57 37.56 -14 28 06.6,Aqr,UG,--,16.3 - 20.8 CV,314.4065,-14.4685,ZTF18abntqth,0.2871129954803902
CSS 081030:204916-031733,--,20 49 16.44 -03 17 33.4,Aqr,UG,--,17.3 - 21.5 CV,312.3184999999999,-3.292611111111111,ZTF18adhmijj,0.5096686289101656
CSS 081120:213432-012040,--,21 34 32.30 -01 20 40.1,Aqr,UG,--,18.2 - <20.5 CV,323.6345833333333,-1.344472222222222,ZTF18adnkcxe,0.8188379201550949
CSS 090528:205933-091616,000-BKC-006,20 59 32.92 -09 16 16.3,Aqr,UG,--,15.3 - 19.4 g,314.88716666666664,-9.271194444444443,ZTF18abvwpum,0.1933184869488619
CSS 090615:210044-005212,--,21 00 43.94 -00 52 11.7,Aqr,UG,--,18.1 - 21.2 CV,315.18308333333334,-0.8699166666666667,ZTF18adoyjth,0.6166963012553938
CSS 090728:215630-031956,--,21 56 30.46 -03 19 56.5,Aqr,UG,--,17.2 - 19.4 CV,329.1269166666666,-3.3323611111111107,ZTF18abudxrk,1.1363289880703624
CSS 090828:211551-000716,--,21 15 50.93 -00 07 16.6,Aqr,UG,--,17.1 - 23.3 g,318.96220833333325,-0.1212777777777777,ZTF19acopfng,0.0690702352145124
CSS 100519:221129-030516,000-BKV-302,22 11 28.72 -03 05 15.0,Aqr,UG,--,15.7 - 20.5: CV,332.86966666666666,-3.0875000000000004,ZTF18aceihff,0.5553246230787003
CSS 100624:224505+011547,--,22 45 05.39 +01 15 47.7,Aqr,UG,--,17.6 - 21.6 CV,341.2724583333333,1.26325,ZTF18actxlqb,0.6424160557602472
CSS 100916:215226-012850,000-BKD-166,21 52 25.68 -01 28 50.2,Aqr,UG,--,16.7 - 21.0 CV,328.107,-1.480611111111111,ZTF19acpnbji,0.3839890801446928
CSS 110527:214113-033047,--,21 41 13.11 -03 30 47.1,Aqr,UG,--,18.5 - <21 CV,325.304625,-3.5130833333333333,ZTF19abhiady,1.277558128120849
CSS 110919:204259-003353,--,20 42 58.80 -00 33 53.4,Aqr,UG,--,17.2 - 21.8 CV,310.74499999999995,-0.5648333333333334,ZTF19aavhqxe,0.5211789037947586
CSS 121104:231858-060247,--,23 18 57.78 -06 02 46.8,Aqr,UG,--,17.6 - 21.2 CV,349.74075,-6.046333333333333,ZTF18abxqdlm,1.079152326920662
CSS 130828:221724-193953,--,22 17 24.10 -19 39 53.1,Aqr,UG,--,16.5 - 19.0 CV,334.35041666666666,-19.66475,ZTF19aazcclj,0.922567180502994
CSS 130923:205808-004956,--,20 58 08.00 -00 49 56.4,Aqr,UG,--,18.1 - 22.7 CV,314.5333333333333,-0.8323333333333334,ZTF20acqjfjn,0.5958079561708167
CSS 140623:221116-180837,000-BLJ-465,22 11 15.90 -18 08 38.0,Aqr,UG,--,16.8 - 20.7: G CV,332.81625,-18.14388888888889,ZTF19abcezre,0.0677584371685209
CSS 141126:221302-215524,--,22 13 01.64 -21 55 24.9,Aqr,UG,--,17.9 - 22.0 g CV,333.25683333333325,-21.923583333333333,ZTF19aboyaow,0.1214357885968501
CSS 150519:220452-020760,--,22 04 51.85 -02 07 59.6,Aqr,UG,--,18.52 (3.78) CV,331.2160416666666,-2.1332222222222224,ZTF22acajswb,0.37425868704885
CSS 151110:212806+023221,000-BLS-947,21 28 06.13 +02 32 20.5,Aqr,UG,--,17.6 - 22.6 V CV,322.0255416666666,2.5390277777777777,ZTF20acnwkbh,0.2109384252470989
Gaia17avi,000-BMG-562,20 57 05.31 -07 24 25.8,Aqr,UG,--,17.7 - 21.3 g,314.272125,-7.407166666666667,ZTF19aawflnr,0.1915758483827643
Gaia19blj,000-BNC-176,22 16 02.06 -12 10 55.6,Aqr,UG,--,18.5 - <21 G,334.00858333333326,-12.18211111111111,ZTF19abdbsrm,0.0626136893570336
Gaia20fpp,000-BNS-819,22 42 35.99 -11 28 13.1,Aqr,UG,--,18.3 - 20.3 G,340.64995833333325,-11.470305555555557,ZTF18abvpkml,0.189692749843807
MASTER OT J220303.17-134505.3,000-BLK-617,22 03 03.17 -13 45 05.3,Aqr,UG,--,16.7 - <19.3 CR,330.7632083333333,-13.751472222222224,ZTF19abcefyc,0.4611811806435145
MGAB-V1010,--,21 02 10.59 +02 06 40.7,Aqr,UG,--,18.4 - 21.6 g,315.544125,2.1113055555555555,ZTF19abjfnky,0.117078985919132
MLS 110701:210821-134909,--,21 08 20.63 -13 49 09.3,Aqr,UG,--,16.3 - 19.7 CV,317.0859583333333,-13.81925,ZTF18acbdbhx,0.0733808391341371
PS21lks,000-BPF-396,21 00 39.77 -02 49 35.9,Aqr,UG,--,17.2 - <23 r,315.16570833333327,-2.8266388888888887,ZTF21ackmkwt,0.107882400106825
ROTSE3 J214850-020622.2,000-BJQ-068,21 48 50.56 -02 06 23.3,Aqr,UG,--,16.7 - 22.3 r G,327.2106666666666,-2.1064722222222225,ZTF19acgkbla,0.0855097676299329
SDSS J204720.76+000007.7,000-BDC-358,20 47 20.76 +00 00 07.7,Aqr,UG,--,16.1 - 19.4 CV,311.8365,0.0021388888888888,ZTF19aatvkpb,0.0542903376792015
SDSS J205931.86-070516.6,000-BKD-158,20 59 31.88 -07 05 16.0,Aqr,UG,--,17.4 R - 21.0 r,314.88283333333334,-7.087777777777777,ZTF19aazijkf,1.2091969838766865
SDSS J223439.93+004127.2,000-BFX-106,22 34 39.93 +00 41 27.3,Aqr,UG,0.088396,14.8 - 18.1 CR,338.666375,0.6909166666666667,ZTF18abvpojw,0.1288341886146489
SSS 120518:235138-083503,--,23 51 38.14 -08 35 02.9,Aqr,UG,--,16.8 - <22.0 CV,357.90891666666664,-8.584138888888889,ZTF20acmzfky,0.1077509697228728
ZTF18abskpyo,--,20 47 24.31 -10 58 56.2,Aqr,UG,--,17.9 - 20.3 g,311.85129166666667,-10.982277777777778,ZTF18abskpyo,0.1125536633591539
ZTF21abwrujq,--,21 18 22.13 -09 27 45.7,Aqr,UG,--,16.9 - <23 g,319.5922083333333,-9.462694444444445,ZTF21abwrujq,0.0954297448954039
ZTF22abfokjh,000-BPL-229,20 54 27.12 -13 16 01.3,Aqr,UG,--,16.2 - 22.7 g,313.61299999999994,-13.26702777777778,ZTF22abfokjh,0.1119223983509002
V1233 Aql,000-BCT-723,19 27 25.40 +02 23 03.0,Aql,UG,--,15.5 - 20.0: p,291.8558333333333,2.3841666666666668,ZTF18abgrieu,0.2659850095273431
ASASSN-15jr,000-BLQ-593,19 39 27.08 -06 32 58.4,Aql,UG,--,15.3 - 19.8 B V,294.86283333333324,-6.549555555555555,ZTF18acsvotk,0.3544631286148094
ASASSN-15ly,000-BLR-058,20 02 52.33 +15 09 53.3,Aql,UG,--,14.6 - 18.5 V,300.7180416666667,15.164805555555557,ZTF18abucrvi,0.4264204762897097
ASASSN-15nf,000-BLR-321,20 12 42.71 +15 44 45.0,Aql,UG,--,16.1 V - 21.3 B,303.1779583333333,15.745833333333332,ZTF18absaquq,0.1415184868606948
ASASSN-15qv,000-BLS-430,19 43 09.99 +09 32 27.8,Aql,UG,--,15.2 - 20.2 V,295.79162499999995,9.541055555555555,ZTF19ablwbwn,0.0258984886165445
ASASSN-16ce,000-BMV-091,19 24 56.19 -01 57 19.1,Aql,UG,--,14.8 - 18.7 V,291.23412499999995,-1.955305555555556,ZTF18absiznr,0.1373861609067504
ASASSN-17kb,000-BMJ-923,19 02 03.03 -06 27 08.4,Aql,UG,--,16.2 - 18.5 V,285.512625,-6.452333333333334,ZTF18abrfttz,0.0611635717550196
ASASSN-18ny,000-BMR-795,20 11 21.37 +15 19 43.9,Aql,UG,--,17.3 - 21.8 g,302.8390416666666,15.328861111111111,ZTF18abobvym,0.1873626837687441
ASASSN-18pp,000-BMS-253,18 58 59.05 -10 11 03.7,Aql,UG,--,16.2 - 21.3 V g,284.7460416666666,-10.18436111111111,ZTF18abrpdrx,0.0981143063724406
ASASSN-18py,000-BMS-321,19 28 27.13 -02 20 21.8,Aql,UG,--,16.4 - 20.8 V,292.1130416666666,-2.339388888888889,ZTF18abnoybx,0.1003044151038204
ASASSN-18sh,000-BMT-138,20 00 25.15 +08 58 46.9,Aql,UG,--,15.1 - 20.9 g,300.10479166666664,8.979694444444444,ZTF18abmhyvt,0.1052226055608604
ASASSN-18sr,000-BMT-271,18 58 55.72 +16 03 04.2,Aql,UG,--,15.8 - 19.2 G,284.7321666666666,16.051166666666667,ZTF18abjeemp,0.1563606193110132
ASASSN-18uy,--,19 36 59.62 +00 17 41.7,Aql,UG,--,15.9 - 20.8 V,294.2484166666667,0.2949166666666666,ZTF18abucmwa,1.243636503929157
ASASSN-18vq,000-BMV-049,19 32 07.44 -06 26 24.5,Aql,UG,--,16.3 - 22.2 g,293.031,-6.440138888888889,ZTF18abvuhqb,0.068382952095455
ASASSN-19aaf,000-BNH-376,20 08 38.76 +12 39 13.5,Aql,UG,--,16.2 - 21.8 r g,302.16149999999993,12.65375,ZTF18aczoflj,0.2325995324793517
ASASSN-19abh,000-BNH-695,19 33 50.08 -08 39 03.6,Aql,UG,--,15.2 - 23: g,293.4586666666666,-8.651,ZTF19acskajg,0.1173208016382073
ASASSN-19adc,000-BNJ-301,20 07 42.59 +11 58 10.4,Aql,UG,--,16.0 - 21.2 g,301.9274583333333,11.969555555555557,ZTF18absihoy,0.3331545107762349
ASASSN-19jb,000-BNB-929,20 10 51.98 -07 37 51.4,Aql,UG,--,15.9 - 21.3 g,302.71658333333335,-7.630944444444445,ZTF18acfbjzc,0.0492733179436749
ASASSN-19jf,000-BNB-923,19 44 13.01 -05 02 13.3,Aql,UG,--,16.9 - 21.7 g,296.0542083333333,-5.037027777777777,ZTF18actwcev,0.0962184338849885
ASASSN-19jw,000-BNB-933,19 24 15.61 +01 50 38.2,Aql,UG,--,15.8 - 18.9 g,291.0650416666666,1.8439444444444448,ZTF18abigbvq,0.242462816886287
ASASSN-19lt,000-BNC-374,19 35 57.46 +11 05 28.4,Aql,UG,--,15.7 - 20.3 V g,293.9894166666666,11.091222222222225,ZTF18abptyvl,0.3656533016730306
ASASSN-19sn,000-BNF-568,19 49 54.10 -10 49 09.8,Aql,UG,--,17.0 - 21.3 g,297.47541666666666,-10.819388888888888,ZTF19abiadzq,0.0788421016884972
ASASSN-19tg,000-BNF-828,19 50 40.76 -11 28 29.8,Aql,UG,--,16.9 - 21.2 r g,297.6698333333333,-11.474944444444445,ZTF19abiwjok,0.2144913222732019
ASASSN-19ux,000-BNG-316,19 49 19.53 -03 29 39.4,Aql,UG,--,16.5 - 21.0 V,297.3313749999999,-3.494277777777778,ZTF19abdplzu,0.0661356675352507
ASASSN-19vb,000-BNG-358,20 05 18.64 -01 45 54.6,Aql,UG,--,16.4 - 21.6 g,301.32766666666663,-1.7651666666666668,ZTF19abrerfn,0.0774519057962562
ASASSN-19ww,000-BNG-737,19 17 48.89 -09 03 06.6,Aql,UG,--,15.6 - 19.5 g,289.45370833333334,-9.051833333333336,ZTF19abyugbt,0.4321858530502845
ASASSN-20en,000-BNM-340,19 42 37.53 +01 58 32.4,Aql,UG,--,16.2 - 21.3 g,295.656375,1.975666666666667,ZTF18abmfrmh,0.1558462240072427
ASASSN-20gg,000-BNN-146,19 42 34.65 +05 45 08.3,Aql,UG,--,15.9 - 23.3: g,295.644375,5.752305555555555,ZTF20abehusj,0.0727992116870863
ASASSN-20ht,000-BNP-071,19 50 39.35 +07 01 14.4,Aql,UG,--,14.8 - 22.0 g,297.6639583333333,7.020666666666666,ZTF20abjirmc,0.3405443551210326
ASASSN-20hy,000-BNP-227,20 00 23.89 +10 54 48.9,Aql,UG,--,16.5 - 20.5 g,300.0995416666666,10.913583333333332,ZTF19actagzv,0.2641674447944203
ASASSN-20jw,000-BNP-670,20 02 41.48 +14 54 09.7,Aql,UG,--,16.2 - 21.5 g,300.6728333333333,14.902694444444444,ZTF19aaustey,0.1297475290486947
ASASSN-20kz,000-BNP-926,19 58 21.55 +12 49 11.6,Aql,UG,--,15.6 - 19.8 g,299.5897916666666,12.819888888888888,ZTF18abmairs,0.1649458866599832
ASASSN-20ma,000-BNR-234,19 48 49.45 +14 14 48.9,Aql,UG,--,15.9 - 23.1: g,297.20604166666664,14.246916666666666,ZTF20abzgdnr,0.0594403074367396
ASASSN-20mb,000-BNR-233,19 47 26.79 +14 43 27.5,Aql,UG,--,16.7 - 21.4 g,296.86162499999995,14.724305555555556,ZTF20abzgdxg,0.2464624335616245
ASASSN-20nm,000-BNR-851,19 50 07.56 +04 53 42.9,Aql,UG,--,14.7 - <22 g,297.53149999999994,4.89525,ZTF20acnvyjy,0.0556649941507207
ASASSN-21cw,000-BNX-441,19 37 32.03 +03 25 31.3,Aql,UG,--,14.4 - <21 g,294.3834583333333,3.425361111111111,ZTF21aaqmttz,0.1397045029507898
ASASSN-21eu,000-BNY-086,19 55 15.76 +13 13 27.1,Aql,UG,--,14.2 - 21.3 g,298.81566666666663,13.224194444444445,ZTF21aasschv,0.0796171277461561
ASASSN-21ew,000-BNY-090,19 41 22.60 -08 48 21.8,Aql,UG,--,14.9 - 22.6 g,295.34416666666664,-8.806055555555556,ZTF21aarjjsb,0.1703553792158753
ASASSN-21fd,000-BNY-316,19 51 19.37 +04 53 09.0,Aql,UG,--,14.2 - 21.6 g,297.8307083333333,4.885833333333333,ZTF21aatllhx,0.1039126358084038
ASASSN-21ln,000-BPB-025,19 31 49.38 +06 42 36.1,Aql,UG,--,15.6 - 22.7: g,292.95575,6.710027777777778,ZTF21abiblog,0.8741634893502004
ASASSN-21oy,000-BPC-237,19 40 13.53 +15 05 42.3,Aql,UG,--,16.2 - 19.0 g,295.056375,15.095083333333331,ZTF18abqaxdo,0.0551535132210134
ASASSN-21ut,000-BPF-359,19 50 20.22 +05 26 34.0,Aql,UG,--,16.5 - 23.7: g,297.58425,5.442777777777778,ZTF19acoptpi,0.0962675124058464
ASASSN-22dj,000-BPH-656,19 52 26.19 -09 15 29.5,Aql,UG,--,16.1 - 21.2 g,298.10912499999995,-9.258194444444444,ZTF22aadqomy,0.195553457000755
ASASSN-22gw,000-BPJ-622,19 43 17.74 +01 17 38.3,Aql,UG,--,15.8 - 23.2: g,295.8239166666666,1.293972222222222,ZTF22aajltzm,0.0212944224019838
ATLAS16dow,000-BMC-630,20 11 13.29 +01 02 30.5,Aql,UG,--,17.6 - <22 CR,302.805375,1.0418055555555557,ZTF18absgzlq,0.1916498016178612
ATLAS17ggl,000-BMH-707,19 39 59.68 -01 48 20.0,Aql,UG,--,18.6 - 22.8: r CR,294.99866666666657,-1.805555555555556,ZTF18abyzdrs,0.1558159125756602
ATLAS17hbe,000-BNS-724,20 31 47.76 +00 59 23.2,Aql,UG,--,17.1 - 23.5: g G,307.949,0.9897777777777778,ZTF20acvlzjg,0.0441142455353679
ATLAS18wcd,000-BMV-430,20 09 33.95 +03 52 11.0,Aql,UG,--,16.0 - <22 CV,302.3914583333333,3.8697222222222223,ZTF18acbwifv,0.0888686094353767
ATLAS19uey,--,19 35 29.07 -01 10 59.0,Aql,UG,--,17.0 - 22.5 g,293.87112499999995,-1.1830555555555555,ZTF18acabezl,0.5344769228864041
ATLAS21bklp,000-BPF-327,19 36 30.98 +10 45 07.3,Aql,UG,--,17.7 - <23 g,294.1290833333333,10.752027777777778,ZTF20aauhlxf,0.1063389385844309
BhaNaViRa 1,000-BPJ-108,19 46 29.68 +11 52 07.4,Aql,UG,--,17.8 - 23: r,296.6236666666666,11.868722222222225,ZTF18acwrtad,0.1516994086698498
BMAM-V496,000-BNK-425,19 47 41.55 +07 31 59.6,Aql,UG,--,18.8 - 22.0 g,296.923125,7.533222222222222,ZTF18abmaoou,0.4037408822723861
BMAM-V529,000-BNK-584,19 07 11.72 +01 05 45.3,Aql,UG,--,18.5 - 21.3 r,286.7988333333333,1.0959166666666669,ZTF18abhxptl,0.1223271435100406
BMAM-V626,000-BNL-245,19 29 06.72 +10 12 49.3,Aql,UG,--,18.3 - 20.9 r,292.278,10.213694444444444,ZTF18aazfedh,0.181028684641817
BMAM-V672,000-BNM-978,19 39 11.85 +11 17 34.9,Aql,UG,--,19.0 - 21.4 r,294.79937499999994,11.293027777777777,ZTF18aayvklh,0.10918800308965
BMAM-V772,000-BNR-899,19 38 36.97 +13 13 15.7,Aql,UG,--,18.8 - 21.0 r,294.6540416666666,13.221027777777778,ZTF18abmreav,0.0540286959747512
DDE 213,000-BNZ-967,19 07 08.08 +15 40 33.0,Aql,UG,--,18.2 - 21.1 g,286.78366666666665,15.675833333333332,ZTF18aazlvsj,0.497873356365422
Gaia16bjt,000-BMB-138,19 46 42.70 -06 56 20.9,Aql,UG,--,17.5 - <22 G,296.67791666666665,-6.939138888888889,ZTF19abqivnt,0.2443645151701886
Gaia16bvf,--,19 25 17.47 +08 39 21.7,Aql,UG,--,18.5 - 21.3 G,291.32279166666666,8.656027777777778,ZTF18abrreod,0.018695888441191
Gaia16bwg,000-BMC-825,19 51 11.31 +12 25 56.9,Aql,UG,--,>18.9 - 22 r G,297.797125,12.432472222222222,ZTF18acapjmq,0.0745304784069437
Gaia17asn,--,19 41 15.60 +12 05 57.3,Aql,UG,--,18.7 - 24: r G,295.315,12.09925,ZTF22aapitay,0.0970493933689842
Gaia17asr,--,19 21 19.76 +08 22 41.7,Aql,UG,--,18.7 - <22 G,290.3323333333333,8.378250000000001,ZTF21aaguags,0.0789618316005846
Gaia17atc,--,19 56 26.22 +07 19 25.9,Aql,UG,--,16.9 - <22 G,299.10925,7.3238611111111105,ZTF19aaqsbyv,0.181028684641817
Gaia17bac,000-BMG-936,19 20 31.56 -04 49 21.0,Aql,UG,--,17.5 - <22 G,290.1315,-4.8225,ZTF19aasgqic,0.1447198462538528
Gaia17ccd,--,19 14 21.84 +12 57 37.9,Aql,UG,--,17.1 - <22 G,288.59099999999995,12.960527777777775,ZTF20aanaffg,0.05799228818245
Gaia17dbb,--,19 35 17.97 -00 14 41.7,Aql,UG,--,18.4 - 21.9 r G,293.8248749999999,-0.2449166666666666,ZTF18abznlah,0.3105994261281323
Gaia18bbs,000-BMQ-800,20 23 26.51 +06 40 00.8,Aql,UG,--,16.2 - 22.8 g,305.86045833333327,6.666888888888889,ZTF19abzwbxy,0.0273186221625525
Gaia18bhb,000-BMR-397,19 19 06.09 -02 52 39.8,Aql,UG,--,17.3 - 20.3 G,289.77537499999994,-2.8777222222222223,ZTF18abmirqc,0.1997357417005652
Gaia18clj,--,19 49 55.54 +09 00 11.2,Aql,UG,--,17.9 - <22 G,297.48141666666663,9.003111111111112,ZTF18abrxlvn,0.2816987299420812
Gaia18cng,--,19 49 46.39 +11 04 20.5,Aql,UG,--,18.3 - 22.9 r G,297.44329166666665,11.07236111111111,ZTF18abtipha,0.0359753915558009
Gaia18dbn,000-BMV-678,19 50 22.61 +13 48 43.7,Aql,UG,--,16.6 - 20.0 g,297.59420833333326,13.812138888888889,ZTF18abojpne,0.1203809941927386
Gaia18dkk,--,20 12 37.83 +03 30 40.1,Aql,UG,--,17.9 - 20.1 G,303.15762499999994,3.511138888888889,ZTF18achegjv,0.1346777524959673
Gaia18dla,000-BNL-195,20 04 41.73 -02 15 33.5,Aql,UG,--,18.1 - 21.1 r,301.17387499999995,-2.259305555555556,ZTF18abzwbyl,0.0804434210359432
Gaia18dlo,--,19 29 47.00 +01 16 40.7,Aql,UG,--,18.5 - 21.7 r G,292.4458333333333,1.277972222222222,ZTF18abznnie,0.0848443118527494
Gaia18dls,--,19 42 53.13 +12 53 17.7,Aql,UG,--,17.6 - 20.8 G,295.721375,12.88825,ZTF18adlkgoj,0.0669166847741419
Gaia18dmc,--,19 12 00.40 -02 30 47.6,Aql,UG,--,17.9 - <22 G,288.0016666666666,-2.5132222222222222,ZTF19acvfmaz,0.128614021797064
Gaia18dqy,000-BMW-801,19 22 33.82 +02 05 45.0,Aql,UG,--,18.4 - 21.1 r G,290.64091666666667,2.0958333333333337,ZTF18abcgxbr,0.0484028669751036
Gaia18drs,000-BMW-886,19 52 38.13 +03 43 51.0,Aql,UG,--,18.6 - <22 G,298.158875,3.730833333333333,ZTF18abmanuy,0.093175772397965
Gaia19aua,000-BMZ-876,18 46 59.46 +12 04 24.2,Aql,UG,--,17.4 - 21.3 r G,281.74775,12.07338888888889,ZTF18abdcofd,0.0716877080694682
Gaia19bhd,000-BNC-027,20 06 43.15 +13 22 57.0,Aql,UG,--,17.6 - 21.4 i R,301.67979166666663,13.3825,ZTF18abymchm,0.1064277393836922
Gaia19bwi,000-BNC-600,18 42 53.40 -03 27 34.5,Aql,UG,--,18.5 - 20.1 G,280.7224999999999,-3.4595833333333337,ZTF19aauyckt,0.3975632164076876
Gaia19bxb,000-BNC-608,19 01 50.57 -10 50 53.9,Aql,UG,--,16.6 - 21.0 G,285.4607083333333,-10.848305555555555,ZTF18adnzigi,0.0747203652838872
Gaia19caf,000-BND-014,19 46 33.03 +06 37 55.7,Aql,UG,--,17.6 - 21.8 r G,296.637625,6.632138888888889,ZTF18abznndg,0.1217853565988447
Gaia19cam,000-BND-016,19 48 52.31 +07 40 32.5,Aql,UG,--,17.0 - 20.7 G,297.21795833333334,7.675694444444445,ZTF18actwuom,0.0991677844695667
Gaia19cbl,000-BND-020,19 41 01.31 +12 00 24.2,Aql,UG,--,19.0 - 21.0 G,295.2554583333333,12.006722222222225,ZTF18abwmgqp,0.2242874906155079
Gaia19dwq,000-BNG-510,19 21 07.41 -02 26 04.3,Aql,UG,--,18.5 - <22 G,290.280875,-2.434527777777778,ZTF18abylttk,0.0635124964180879
Gaia19dyq,000-BNG-537,19 05 22.43 -03 18 13.3,Aql,UG,--,18.8 - <22 G,286.3434583333333,-3.303694444444444,ZTF19abtvlry,0.1383454774234854
Gaia19eop,000-BNH-391,19 26 32.51 -01 16 12.1,Aql,UG,--,15.9 - 19.4 g,291.6354583333333,-1.2700277777777778,ZTF18ablxlwd,0.1903638787496511
Gaia19fex,000-BNH-806,19 07 37.19 -06 34 04.5,Aql,UG,--,18.0 - 23: g G,286.9049583333333,-6.567916666666666,ZTF19abosqen,0.1242428119281754
Gaia20bdb,000-BNL-317,19 24 30.22 -01 55 11.7,Aql,UG,--,18.9 - 23: g G,291.1259166666666,-1.9199166666666665,ZTF19aayhuqg,0.033948857339313
Gaia20bxy,000-BNM-390,18 54 25.00 +11 38 39.6,Aql,UG,--,19.0 - 21.2 G,283.6041666666666,11.644333333333332,ZTF18abccpit,0.2985335750780437
