Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation
PNV J03093063+2638031,000-BLK-771,03 09 29.76 +26 38 04.4,Ari,UGWZ,0.05615,11.0 - 18.9 V,47.373999999999995,26.634555555555554,,
SDSS J014732.85+144443.3,--,01 47 32.85 +14 44 43.3,Ari,AM,--,22.38 - ? g,26.886874999999996,14.74536111111111,ZTF19aabgfjp,0.10161441632050096
SDSS J023003.79+260440.3,000-BJQ-810,02 30 03.79 +26 04 40.3,Ari,CV,--,19.91 - ? g',37.515791666666665,26.077861111111112,,
TCP J03005508+1802290,000-BMX-164,03 00 54.95 +18 02 28.9,Ari,UGWZ,--,12.0 - 20: g,45.228958333333324,18.04136111111111,ZTF18acvchot,0.9713209833369134
TCP J03223854+2130375,000-BPR-273,03 22 38.54 +21 30 37.5,Ari,UG,--,16.7 - <23 g,50.66058333333333,21.510416666666668,ZTF23aazxoku,0.7029175620683555
ZTF18acrcorr,--,02 25 20.76 +25 31 22.3,Ari,UG,--,17.4 - 20.8 g,36.336499999999994,25.52286111111111,ZTF18acrcorr,0.14826663720481897
ZTF18acslhet,--,02 47 12.78 +20 10 42.1,Ari,UG,--,18.0 - 21.4 g,41.80325,20.178361111111112,ZTF18acslhet,0.27162564015267837
ZTFJ 022008.6+214155.8,000-BPB-862,02 20 08.63 +21 41 55.8,Ari,UGSU/IBWD+E,0.037041443,14.4 - 21.7 g B,35.03595833333333,21.698833333333333,ZTF18abxsjmi,0.08247294332999
T Aur,000-BCT-841,05 31 59.13 +30 26 45.5,Aur,NB+EA,0.204378318,4.1 - 15.5 B,82.99637499999999,30.445972222222224,,
SS Aur,000-BBK-861,06 13 22.43 +47 44 25.3,Aur,UGSS,0.1828,10.3 - 16.8 V,93.34345833333333,47.74036111111111,ZTF17aabefty,0.4267526571270991
BY Aur,000-BDG-827,06 37 48.34 +44 29 10.8,Aur,UG,--,14.4 - 18.1 V CR,99.45141666666666,44.486333333333334,ZTF18aabrxof,0.12717364706239434
FS Aur,000-BBK-204,05 47 48.36 +28 35 11.2,Aur,UG/DQ,0.05958096,13.7 - 17.2 V,86.9515,28.586444444444442,ZTF18abydmyu,0.1760281674562324
HV Aur,000-BBH-569,04 53 16.87 +38 16 28.8,Aur,UGSU,--,14.7 - <19 V,73.32029166666665,38.27466666666667,ZTF17aaacdos,0.3651879621582735
IV Aur,000-BDG-932,05 30 49.82 +35 54 44.6,Aur,UG,--,14.8 - 18.2 V,82.70758333333332,35.912388888888884,ZTF17aaaqlfc,0.06223535544406989
KR Aur,000-BBK-955,06 15 43.92 +28 35 08.6,Aur,NL/VY,0.162771641,12.7 - 19.5: V,93.93299999999999,28.58572222222222,ZTF17aadnmap,0.2382970192010356
QZ Aur,000-BCT-887,05 28 34.08 +33 18 21.8,Aur,NA+E,0.3574961,6.0 p - 18.95 V,82.142,33.30605555555555,,
V0363 Aur,000-BBJ-569,05 33 33.46 +36 59 32.5,Aur,NL+E,0.32124073,14.2 - 15.0 V,83.38941666666665,36.99236111111111,ZTF17aaabarf,0.06162519016612201
V0405 Aur,000-BCT-893,05 57 59.29 +53 53 44.9,Aur,DQ,0.1726255,13.5 - 15.2 V,89.49704166666666,53.895805555555555,ZTF21aangkll,0.2656829455558879
V0496 Aur,000-BDH-140,07 27 52.30 +40 46 54.0,Aur,UGSU,--,15.7 - 21.8 V,111.96791666666665,40.781666666666666,ZTF18acqyqey,0.049750321494718634
V0647 Aur,000-BJQ-774,06 36 32.55 +35 35 43.2,Aur,DQ,0.1397,15.9 (0.45)* R,99.13562499999998,35.595333333333336,ZTF19aatqkhi,0.028503255876644134
V0654 Aur,000-BFT-967,07 29 10.71 +36 58 38.6,Aur,AM,0.104,19.5 - 20.7 V,112.294625,36.97738888888889,ZTF18acywwfg,0.4590458810070403
V0805 Aur,000-BKX-998,06 27 03.75 +39 52 48.8,Aur,UGWZ,0.05787,12.2 V - 20.5 V,96.76562499999999,39.88022222222222,,
V0808 Aur,000-BJJ-337,07 11 26.01 +44 04 05.1,Aur,AM+E,0.08137682,14.3 - 21.4 V,107.858375,44.068083333333334,ZTF17aaaikoz,0.504760915227118
V0813 Aur,000-BJY-042,07 19 48.91 +40 53 32.3,Aur,UG,--,16.7 - 21.5 r,109.95379166666666,40.89230555555555,ZTF18aawvylr,0.30965512126924777
V0832 Aur,000-BJY-065,05 06 17.35 +35 47 38.8,Aur,UGSU,--,15.4 - 20.5: CR,76.57229166666664,35.79411111111111,ZTF18acgmrca,0.8081015865466006
2MASS J04541561+4705260,000-BND-032,04 54 15.62 +47 05 26.1,Aur,UG,--,17.2 - 21 g,73.56508333333332,47.090583333333335,ZTF18aaadxrj,0.09292195614766185
2MASS J05293090+2914162,000-BMB-307,05 29 30.92 +29 14 16.0,Aur,CV,--,17.18 - 17.39 r,82.37883333333333,29.23777777777778,,
ASASSN-14gy,000-BLK-265,05 39 14.87 +45 28 24.9,Aur,UG,--,15.8 - 20.6 g,84.81195833333332,45.47358333333334,ZTF18aabtwdx,0.052790558164446576
ASASSN-14ia,000-BLK-438,06 40 20.89 +44 21 26.4,Aur,UGSU,--,14.3 V - 21.4 B,100.08704166666665,44.35733333333334,,
ASASSN-14kv,000-BLL-188,06 10 36.07 +41 44 46.5,Aur,UG,--,16.4 - 19.1 g,92.65029166666666,41.74625,ZTF18acrcaru,0.1324854242341874
ASASSN-14mm,000-BLP-638,05 51 52.60 +40 21 19.2,Aur,UG,--,16.4 V - 21.3 B,87.96916666666665,40.355333333333334,ZTF17aaahdxx,0.4024284338348097
ASASSN-15dp,000-BLP-094,04 49 32.28 +36 05 14.2,Aur,UGSU,--,14.1 - <17.1 V,72.38449999999999,36.08727777777778,,
ASASSN-15ew,000-BLP-636,05 12 34.53 +45 05 11.0,Aur,UGSU,0.0710,13.4 - 20.5 V,78.143875,45.08638888888889,ZTF18abwcaoz,0.24799089741260383
ASASSN-15ru,000-BLS-726,06 55 54.44 +41 05 31.8,Aur,UG,--,16.5 - <21 V,103.97683333333332,41.09216666666667,,
ASASSN-15ry,000-BLS-727,05 28 55.66 +36 18 38.9,Aur,UGSU,--,15.3 V - 20.1 B,82.23191666666665,36.310805555555554,ZTF18abvtosb,0.22540089950948541
ASASSN-15ui,000-BLV-210,05 28 37.57 +28 57 42.4,Aur,UG,--,16.2 - 20.1 V,82.15654166666666,28.961777777777776,ZTF17aadkjeb,0.07002109932017894
ASASSN-15ux,000-BLV-412,06 52 26.66 +47 10 56.5,Aur,UGWZ+E,0.056107,14.4 - <22 V,103.11108333333333,47.182361111111106,,
ASASSN-16bs,000-BLW-167,06 30 56.81 +43 54 06.8,Aur,UG,--,15.0 V - 22: CR,97.73670833333333,43.90188888888889,,
ASASSN-17ax,000-BMD-897,05 14 27.93 +42 35 37.0,Aur,UG,--,15.8 - 21.3 V,78.61637499999999,42.593611111111116,ZTF18acamvve,0.2882623058272
ASASSN-17oz,000-BML-949,06 07 54.96 +45 12 18.3,Aur,UG,--,13.7 - 16.6 V,91.97899999999997,45.205083333333334,ZTF18abqeddo,0.0576655684660858
ASASSN-17re,000-BMM-988,07 10 10.45 +41 27 50.9,Aur,UG,--,16.5 - 20.3 V,107.54354166666666,41.46413888888889,ZTF17aabwcno,0.10691482540392508
ASASSN-18bz,--,06 21 57.13 +40 42 36.2,Aur,UG,--,16.5 - 20.9 V,95.48804166666665,40.710055555555556,ZTF18aabpugb,0.09954810335130185
ASASSN-18ci,000-BMP-248,06 42 33.28 +40 02 33.2,Aur,UGSU,--,16.1 - 21.9 g,100.63866666666667,40.04255555555555,ZTF18abzbukt,0.07279921168708639
ASASSN-18vw,000-BMV-078,04 57 54.03 +47 46 47.3,Aur,UG,--,15.0 - <22 V,74.47512499999999,47.779805555555555,,
ASASSN-19adf,000-BNJ-322,07 16 19.23 +37 27 03.4,Aur,UG,--,15.0 - 21.7 g,109.08012499999998,37.450944444444445,ZTF19acxmocr,0.03119348216498702
ASASSN-19adl,000-BNJ-508,05 13 13.79 +38 51 37.3,Aur,UG,--,16.2 - 21.2 g,78.30745833333332,38.86036111111111,ZTF18acamwjo,0.023407726945025728
ASASSN-19ej,000-BMZ-857,06 27 38.35 +37 19 00.9,Aur,UG,--,16.8 - 19.3 g,96.90979166666665,37.31691666666667,ZTF18aabiamf,0.2580713563835468
ASASSN-19ez,000-BMZ-897,06 39 12.04 +38 59 39.9,Aur,UG,--,16.1 - 21.0 g,99.80016666666666,38.994416666666666,ZTF18aaawfas,0.05087688664989626
ASASSN-20av,000-BNK-474,05 09 12.70 +49 09 00.7,Aur,UGSU,--,15.3 - 21.4 g,77.30291666666666,49.150194444444445,ZTF20aagqcbq,0.1298930675454291
ASASSN-20kw,000-BNP-920,05 45 48.44 +29 45 17.5,Aur,UGSU,--,14.9 - 23.2 g,86.45183333333333,29.75486111111111,ZTF20abxxzmk,0.03863436596762805
ASASSN-22aw,000-BPG-550,05 39 14.75 +51 06 11.6,Aur,UGSU,--,15.8 - 20.2 g,84.81145833333333,51.10322222222222,,
ASASSN-V J045452.11+491709.1,--,04 54 52.12 +49 17 09.1,Aur,NL/VY,--,16.0 - 22.0 g,73.71716666666666,49.28586111111111,ZTF17aaasjcq,0.07541252660524109
ATLAS16acu,000-BPC-651,05 14 00.67 +55 21 57.8,Aur,UG,--,17.1 - 23: r,78.50279166666665,55.366055555555555,ZTF18acwwwsg,0.007528715240946743
ATLAS16cxm,000-BMB-004,05 50 12.76 +41 35 04.1,Aur,UG,--,17.0 - <22 G,87.55316666666666,41.584472222222225,ZTF18acuaftb,0.11840286097193042
ATLAS18ebr,--,05 48 44.38 +49 00 34.8,Aur,UG,--,16.6 - 22.3 r,87.18491666666667,49.00966666666667,ZTF18aaaecnk,0.09592343543733538
ATO J089.8611+45.3213,--,05 59 26.68 +45 19 16.9,Aur,CV,--,12.90 - 13.03 r,89.86116666666665,45.321361111111116,ZTF18aacrzad,0.31273634264478817
BMAM-V357,000-BND-161,05 38 19.94 +41 51 23.4,Aur,UG,--,17.8 - 20.3 g,84.58308333333332,41.856500000000004,ZTF18abmoogg,0.06927509053893549
BMAM-V358,000-BND-180,06 24 01.84 +32 44 21.5,Aur,UG,--,17.4 - 20.0 G,96.00766666666665,32.73930555555555,ZTF17aadsjyd,0.03701086599678818
BMAM-V703,000-BNP-207,05 57 21.91 +34 57 07.5,Aur,NL+E,0.192002,17.8 - 20.7 r,89.34129166666666,34.952083333333334,ZTF18aboepam,0.033669438123991285
BMAM-V773,000-BNR-900,05 24 30.69 +44 39 33.6,Aur,UG,--,17.4 - 19.8 r,81.12787499999999,44.65933333333333,ZTF18abppdey,0.11492085054840483
BMAM-V779,000-BNS-097,05 47 46.14 +43 38 59.1,Aur,UG,--,17.9 - 21.7 g,86.94224999999999,43.64975,ZTF18acrfgms,0.06343808221981304
CSS 080309:070501+372505,--,07 05 01.06 +37 25 05.2,Aur,UG,--,18.0 - <20.5 CV,106.25441666666664,37.41811111111111,,
CSS 080512:064608+403305,000-BJY-036,06 46 08.21 +40 33 04.9,Aur,UGSU,--,15.2 - <20 CV,101.53420833333331,40.551361111111106,,
CSS 081002:071648+354316,--,07 16 47.66 +35 43 15.7,Aur,UG,--,17.0 - 21.0 CV,109.19858333333332,35.72102777777778,ZTF19acifjfp,0.32582901820553534
CSS 090403:044446+352744,--,04 44 45.54 +35 27 46.2,Aur,UG,--,16.1 - 20.3 CV,71.18974999999999,35.462833333333336,,
CSS 090426:064659+483051,--,06 46 58.57 +48 30 51.4,Aur,UG,--,16.5 - 20.5 CV,101.74404166666665,48.51427777777778,ZTF17aabshnv,0.297725548528933
CSS 091026:063438+412047,000-BKV-909,06 34 37.97 +41 20 46.5,Aur,UGSU,--,15.6 - 21.6 g,98.6582083333333,41.346250000000005,ZTF18aabpuji,0.12620426475905486
CSS 091026:064805+414702,000-BJY-064,06 48 04.49 +41 47 01.9,Aur,UGSU,--,15.7 - 21.2 G CV,102.01870833333332,41.78386111111111,ZTF18aabgpcg,0.12507641135512834
CSS 091029:064729+495027,000-BKC-267,06 47 29.30 +49 50 27.0,Aur,UG,0.37150,13.3 - 16.6 CV,101.87208333333331,49.840833333333336,ZTF18aadpgmx,0.5131690716235685
CSS 091111:071921+352111,--,07 19 20.58 +35 21 11.5,Aur,UG,--,17.6 - 20.7 CV,109.83574999999998,35.35319444444445,,
CSS 110413:065037+413053,--,06 50 36.53 +41 30 53.5,Aur,UG,--,16.4 - 19.0 CV,102.6522083333333,41.51486111111111,ZTF17aaahyqe,0.44534116649409466
CSS 111123:044042+304025,000-BKQ-557,04 40 42.49 +30 40 24.8,Aur,UG,--,16.1 - 20.4 CV,70.17704166666665,30.673555555555556,ZTF18acrfakc,0.4787300004751384
CSS 120224:051549+303036,000-BKJ-830,05 15 48.60 +30 30 34.9,Aur,UG,--,16.2 - 20.2 G CV,78.95249999999999,30.509694444444445,ZTF18aabgjvi,0.06417834160389728
CSS 130207:071118+362711,--,07 11 18.11 +36 27 11.3,Aur,UG,--,16.5 - 20.2 G CV,107.82545833333333,36.453138888888894,ZTF17aacfnyf,0.20922966545271518
CSS 131027:070518+420549,000-BLF-159,07 05 17.53 +42 05 48.9,Aur,UG,--,15.47 - <20 CV V,106.32304166666664,42.09691666666667,ZTF18abzgrse,0.5073370999514686
CSS 131223:062450+503111,000-BLG-081,06 24 49.99 +50 31 11.2,Aur,UGSU,--,14.56 - <20.1 CV V,96.20829166666665,50.519777777777776,ZTF18aabgsjq,0.21343166331421487
CSS 131223:062651+520745,--,06 26 51.50 +52 07 44.8,Aur,UG,--,17.7 - 22.2 g,96.71458333333332,52.129111111111115,,
CSS 140310:063539+454050,000-BLH-345,06 35 39.40 +45 40 50.3,Aur,UGSU,--,14.9 - 20.0 V,98.91416666666665,45.680638888888886,ZTF18aaarwhp,0.13841374561289738
CSS 140326:072825+384157,--,07 28 24.85 +38 41 56.8,Aur,UG,--,16.63 (3.87) CV,112.10354166666666,38.69911111111111,,
CSS 140402:063817+424931,--,06 38 17.52 +42 49 30.2,Aur,UG,--,15.9 - 20.4 G CV,99.57299999999998,42.82505555555556,ZTF18aaakyqw,0.06954729233620258
CSS 141024:044958+312802,--,04 49 58.12 +31 28 02.5,Aur,UG,--,17.1 - 19.7 g,72.49216666666666,31.46736111111111,,
DDE 1,000-BMB-274,06 12 52.09 +47 40 15.3,Aur,UG,--,17.6 - 21.1 g,93.21704166666666,47.67091666666666,,
DDE 180,000-BNK-337,05 56 46.13 +32 53 03.7,Aur,NL+E,0.1801189,18.8 - 21.0 r,89.19220833333333,32.88436111111111,ZTF18abpdesp,0.2303754058636819
DDE 184,000-BNL-301,05 00 37.38 +35 04 11.8,Aur,UGSU,--,16.3 - 21.1 G,75.15575,35.069944444444445,ZTF18abwbotf,0.16465927326072247
DDE 217,000-BPF-564,05 23 26.94 +38 00 33.9,Aur,UG,--,18.2 - 21.0 r,80.86224999999999,38.00941666666667,ZTF18acamvtu,0.18640223201155892
DDE 38,000-BLR-112,05 31 37.22 +48 24 31.0,Aur,UG,--,16.3 - 20.7 g,82.90508333333332,48.40861111111111,ZTF18aabfylz,0.28708009043237886
Exuzyan 1,000-BNF-297,05 38 50.21 +39 45 42.6,Aur,UGSU,--,17.3 - 20.8 g,84.70920833333331,39.761833333333335,ZTF18aaaedcd,0.017921927017366973
Exuzyan 2,000-BNF-352,05 10 16.55 +40 21 57.1,Aur,UG,--,16.5 - 19.7 g,77.56895833333333,40.365861111111116,ZTF17aabizrq,0.08693411542025344
Gaia DR2 965344786549997312,000-BPF-504,06 27 23.31 +45 34 15.9,Aur,UG,--,17.4 - 20.2 g,96.84712499999999,45.571083333333334,ZTF18adasmhv,0.07787763600791496
Gaia16amn,--,05 48 02.02 +39 44 02.2,Aur,UG,--,18.1 - 21.9 g,87.00841666666665,39.73394444444445,ZTF18abtzxrm,0.1264286280735217
Gaia16bnh,000-BMB-762,05 08 15.62 +50 01 36.5,Aur,UG,--,18.1 - <22 G,77.06508333333332,50.026805555555555,ZTF18acckcza,0.029957602129315097
Gaia17ajz,000-BMF-844,05 25 11.80 +35 22 57.9,Aur,UG,--,18.7 - <22 G,81.29916666666666,35.38275,ZTF18adateji,0.1213190420978885
Gaia17akc,000-BMF-842,05 06 27.65 +32 48 43.1,Aur,UG,--,18.1 - 21.8 r G,76.61520833333333,32.81197222222222,ZTF18acrwwsb,0.19509398494028063
Gaia17akj,000-BMF-841,04 41 24.48 +33 01 07.2,Aur,UG,--,18.6 - <20.5 R G,70.352,33.01866666666667,ZTF19aagxpmd,0.09935812588169105
Gaia17akp,000-BMF-839,04 57 32.56 +39 43 36.0,Aur,UG,--,16.7 - 19.5 G,74.38566666666665,39.72666666666667,ZTF18aabfdys,0.08428575204901374
Gaia17akr,000-BMF-837,06 00 07.73 +51 43 44.6,Aur,UG,--,18.4 - <22 G,90.03220833333332,51.729055555555554,,
Gaia17bzf,--,06 16 20.03 +43 43 53.3,Aur,UG,--,18.8 - 22.3 B G,94.08345833333333,43.73147222222222,,
Gaia17cai,--,06 22 18.03 +53 26 33.6,Aur,UG,--,18.4 - 21.6 B G,95.57512499999999,53.44266666666666,,
Gaia17cuy,000-BMM-636,05 55 31.95 +40 21 38.6,Aur,UG,--,15.7 - 19.4 G,88.88312499999999,40.36072222222222,ZTF18acptabn,0.2570443486170632
Gaia18aug,000-BMQ-422,05 15 34.61 +44 50 40.5,Aur,UG,--,17.1 - <22 G,78.89420833333332,44.84458333333333,,
Gaia18auz,000-BMQ-212,06 27 08.72 +45 34 43.0,Aur,UG,--,15.6 - 18.4 V,96.78633333333332,45.578611111111115,ZTF18aaawczn,0.06954729233620258
Gaia18cby,000-BMT-119,06 01 39.68 +49 30 21.1,Aur,UG,--,18.0 - 21.5 r G,90.41533333333332,49.50586111111111,ZTF18aaaasts,0.32721774700595274
Gaia18cdo,000-BMT-157,05 44 42.54 +33 52 53.3,Aur,UG,--,16.2 - 20.2 G r,86.17724999999999,33.88147222222222,,
Gaia18dmh,--,06 45 03.34 +35 44 29.7,Aur,UG,--,18.2 - 20.8 G,101.26391666666666,35.74158333333333,ZTF18aabjtqi,0.078361352683707
Gaia20drq,000-BNP-629,05 03 20.92 +47 05 06.3,Aur,NL/VY,--,17.0 - 18.7 G,75.83716666666665,47.08508333333334,ZTF18abupxza,0.09523155206486117
Gaia20dvd,000-BNP-863,06 19 29.48 +31 17 44.4,Aur,UG,--,17.3 - 20.9 G,94.87283333333332,31.29566666666667,ZTF18aabgpgc,0.12739630316586784
Gaia20eci,000-BNQ-020,06 36 47.85 +28 52 42.9,Aur,UG,--,18.2 - 20.7 G,99.19937499999997,28.878583333333335,ZTF17aadfiyg,0.06988605367987669
Gaia20epg,000-BNR-448,05 25 38.91 +39 31 47.3,Aur,UG,--,18.3 - 22.2: r G,81.41212499999999,39.529805555555555,ZTF18acvbojv,0.1409834434068859
Gaia20ffs,000-BNS-145,07 12 18.87 +38 26 22.3,Aur,UG,--,17.8 - <24 r G,108.07862499999999,38.439527777777776,ZTF20acphvzi,0.12582943689008083
Gaia21bas,000-BNX-134,05 55 09.30 +49 26 38.3,Aur,UG,--,18.9 - 22.2 r G,88.78875,49.44397222222222,ZTF21aaldwvr,0.13579542935725467
Gaia21esn,000-BPD-945,05 53 44.68 +31 23 04.6,Aur,UG,--,17.7 - 19.5 G,88.43616666666664,31.38461111111111,,
Gaia22afj,000-BPG-517,04 59 37.54 +52 17 02.0,Aur,UG,--,17.9 - 21.1 r,74.90641666666666,52.28388888888889,ZTF19aakkvae,0.20182948963130767
Gaia23btr,000-BPP-995,06 09 38.50 +38 05 45.0,Aur,UG,--,17.9 - 22.4 r G,92.41041666666666,38.09583333333334,,
IPHAS J051814.34+294113.2,000-BFV-052,05 18 14.33 +29 41 13.0,Aur,UGZ+E,0.2383,15.0 - 17.4 V,79.55970833333332,29.686944444444446,ZTF19aakvpme,0.223992458554263
IPHAS J052659.00+291508.4,000-BFV-053,05 26 59.00 +29 15 08.4,Aur,CV,--,17.3 - ? r',81.74583333333332,29.252333333333333,ZTF17aacrftb,0.06358682353119641
IPHAS J052832.69+283837.6,000-BFV-054,05 28 32.68 +28 38 37.7,Aur,AM,0.055592,15.2 - 19.4 g,82.13616666666665,28.643805555555556,ZTF17aabxrtj,1.6790019655916781
IPHAS J054725.85+363232.5,000-BNF-074,05 47 25.86 +36 32 32.3,Aur,UG,--,18.9 - <21.4 g,86.85775,36.54230555555555,ZTF18aabiggl,0.05087688664989626
LAMOST J045745.94+312517.2,--,04 57 45.94 +31 25 17.4,Aur,NL,--,17.1 - 18.1 r,74.44141666666665,31.4215,,
LAMOST J050143.39+381202.5,--,05 01 43.39 +38 12 02.6,Aur,CV,--,17.2 - 17.8 g,75.43079166666666,38.200722222222225,ZTF18abondko,0.0915907739378327
LAMOST J052346.16+295034.5,--,05 23 46.17 +29 50 34.7,Aur,CV,--,18.1 - 19.2 g,80.942375,29.842972222222222,ZTF17aadgyxz,0.6745101433776187
LAMOST J053036.55+341950.5,--,05 30 36.56 +34 19 50.7,Aur,CV,--,14.72 - 14.77 r,82.65233333333332,34.33075,ZTF20acfgtxr,0.7091660789328851
LAMOST J055100.84+293910.1,--,05 51 00.84 +29 39 10.2,Aur,NL,--,15.85 - 16.53 g,87.75349999999997,29.652833333333334,ZTF17aaaogze,0.0769624733700336
LAMOST J063242.46+305606.4,--,06 32 42.47 +30 56 06.5,Aur,UGZ/IW,--,17.0 - 18.0 g,98.17695833333332,30.93513888888889,ZTF17aacptlo,0.19439059164350514
LAMOST J071251.05+370734.0,--,07 12 50.88 +37 07 32.8,Aur,UV+CV,--,14.88 - 15.05 r,108.21199999999999,37.12577777777778,,
MASTER OT J051042.59+513540.0,--,05 10 42.59 +51 35 40.0,Aur,UG,--,17.6 - <19.4 CR,77.67745833333332,51.59444444444445,ZTF18aczqykj,0.21169840508077006
MASTER OT J051529.15+560532.0,000-BLD-808,05 15 29.03 +56 05 32.2,Aur,UGSU,--,13.3 - 18.5 V,78.87095833333332,56.09227777777778,ZTF18acpgdli,0.15923425549231518
MASTER OT J052503.71+393358.9,000-BMW-037,05 25 03.71 +39 33 59.4,Aur,UG,--,17.8 - 20.4 r CR,81.26545833333333,39.5665,ZTF17aaabswj,0.5442763000223912
MASTER OT J053452.42+485934.3,000-BLF-561,05 34 52.42 +48 59 34.3,Aur,UG,--,16.5 - <18.9 CR,83.71841666666666,48.99286111111111,,
MASTER OT J054111.82+454054.9,000-BLG-640,05 41 11.84 +45 40 55.5,Aur,UG,--,15.8 - 21.5 r CR,85.29933333333334,45.68208333333333,,
MASTER OT J054741.00+392657.4,000-BLF-562,05 47 41.01 +39 26 57.8,Aur,UG,--,15.3 - 18.6 G CR,86.92087499999998,39.44938888888888,ZTF17aaahefy,0.03531280461735949
MASTER OT J055348.98+482209.0,000-BLH-226,05 53 48.98 +48 22 09.0,Aur,UGSU,--,16.5 - <18.7 CR,88.45408333333332,48.369166666666665,,
MASTER OT J055845.55+391533.4,000-BLG-638,05 58 45.50 +39 15 33.3,Aur,UGSU,--,13.9 - 18.9 G CR,89.68958333333332,39.25925,ZTF18abwsres,0.39597988578329507
MASTER OT J060553.93+283325.6,000-BLS-831,06 05 53.95 +28 33 25.3,Aur,UG,--,15.5 CR - 19.6 r',91.47479166666665,28.55702777777778,ZTF17aaczxtf,0.04100674023033486
MASTER OT J060608.52+470042.3,000-BLF-902,06 06 08.52 +47 00 42.3,Aur,UG,--,16.3 - <19.2 CR,91.53549999999998,47.01175,ZTF18acbvmhq,1.9236665477772328
MASTER OT J061017.75+414545.7,000-BKY-001,06 10 17.75 +41 45 45.7,Aur,UG,--,16.9 - <19 CR,92.57395833333332,41.76269444444444,,
MASTER OT J061259.44+480703.0,000-BLS-312,06 12 59.44 +48 07 03.0,Aur,UG,--,17.3 - <22 CR,93.24766666666666,48.1175,,
MASTER OT J061335.30+395714.7,000-BLD-975,06 13 35.30 +39 57 14.7,Aur,UGWZ,--,14.2 - <22 CR,93.39708333333333,39.95408333333334,ZTF22aaykkiq,1.7794279467207232
MASTER OT J061431.44+415904.4,--,06 14 31.39 +41 59 04.2,Aur,UG,--,18.4 - <22.0 CR,93.63079166666665,41.984500000000004,ZTF17aabvtwf,0.07402173199357664
MASTER OT J061730.02+354036.6,000-BKQ-339,06 17 30.01 +35 40 36.4,Aur,UG,--,14.5 - 23.0 V,94.37504166666666,35.67677777777777,ZTF20aaqiytg,0.0773908960145977
MASTER OT J061904.85+291606.4,000-BKW-292,06 19 04.86 +29 16 06.0,Aur,UGSU,--,14.8 - 20.2 r CR,94.77024999999999,29.26833333333333,ZTF18aabpzqd,0.4341486590698874
MASTER OT J062019.25+362511.7,000-BKW-338,06 20 19.21 +36 25 10.3,Aur,UG,--,16.4 - 22.7 r CR,95.08004166666666,36.41952777777777,ZTF21aciobho,0.06747901974244214
MASTER OT J062457.46+311448.7,000-BMV-162,06 24 57.49 +31 14 48.6,Aur,UG,--,16.5 - <21.7 CR r,96.23954166666665,31.246833333333335,ZTF19aalvqsf,0.22018542599212795
MASTER OT J063329.26+385509.2,000-BLV-918,06 33 29.26 +38 55 09.2,Aur,UG,--,17.3 - <22 CR,98.37191666666666,38.91922222222222,,
MASTER OT J063425.03+434513.4,--,06 34 25.03 +43 45 13.4,Aur,UG,--,18.4 - <20.0 CR,98.60429166666664,43.75372222222222,ZTF18aabrxnf,0.6293873857324455
MASTER OT J063943.46+361127.5,--,06 39 43.46 +36 11 27.5,Aur,UG,--,17.1 - <18.8 CR,99.93108333333332,36.19097222222222,ZTF20aaqkars,0.63025734797826
MASTER OT J064643.02+412059.1,000-BKT-613,06 46 43.02 +41 20 59.1,Aur,UG,--,16.4 - <19.6 CR,101.67924999999998,41.34975,ZTF18abujcwj,0.12680168473585696
MASTER OT J064725.70+491543.9,000-BKW-747,06 47 25.70 +49 15 42.3,Aur,UGSU,0.06554,13.3 - 18.3 g,101.85708333333332,49.26175,ZTF17aabshnt,0.46192824869608007
MASTER OT J065140.54+480441.6,000-BLH-579,06 51 40.54 +48 04 41.6,Aur,UG,--,15.9 - <19.7 CR,102.91891666666665,48.07822222222222,,
MGAB-V1270,--,05 57 54.39 +44 03 11.7,Aur,UG,--,17.3 - 20.2 g,89.47662499999998,44.05325,ZTF17aabehjz,0.09493348700802628
MGAB-V243,000-BND-292,06 38 06.46 +45 14 57.0,Aur,UG,--,16.4 - 20.2 g,99.52691666666665,45.24916666666667,ZTF17aabshbq,0.04917736202409193
MGAB-V260,000-BND-681,05 54 41.12 +28 52 39.3,Aur,CV,--,19.2 - 21.9 g,88.67133333333334,28.877583333333334,ZTF17aadatmf,0.1410504348306745
MGAB-V261,000-BND-699,05 54 52.01 +32 48 24.2,Aur,UGSS,--,17.5 - 20.2 g,88.71670833333333,32.80672222222222,ZTF18aabgjwb,0.1338333695482856
MGAB-V278,000-BNG-002,05 21 38.98 +43 59 54.4,Aur,UG,--,14.5 - 19.9 g,80.41241666666666,43.998444444444445,ZTF18abqedag,0.32721774700595274
MGAB-V298,000-BNG-642,06 23 48.18 +40 49 42.6,Aur,AM,--,16.2 - 21.7 g,95.95075,40.828500000000005,ZTF18aagqeuv,0.12286654140466542
MGAB-V319,--,06 34 39.49 +32 25 18.7,Aur,UG,--,16.9 - 21.4 r,98.66454166666665,32.421861111111106,ZTF17aadiqwv,0.07751286755759994
MGAB-V330,--,05 48 30.66 +53 44 02.5,Aur,AM+E,--,16.1 - 20.8 r,87.12774999999999,53.734027777777776,ZTF17aaaheoj,0.43277562957659244
MGAB-V337,--,06 00 56.53 +36 44 28.6,Aur,UG,--,17.6 - <21.8 g,90.23554166666665,36.74127777777778,ZTF17aacntyw,0.07799884640968127
